0080248454,220.535995
0080248554,220.535995
0080248654,220.518005
0080248755,220.500000
0080248855,220.464005
0080248955,220.427994
0080249055,220.373993
0080249155,220.320007
0080249256,220.266006
0080249356,220.194000
0080249456,220.121994
0080249556,220.050003
0080249656,219.960007
0080249757,219.852005
0080249857,219.761993
0080249957,219.654007
0080250057,219.546005
0080250157,219.438004
0080250258,219.330002
0080250358,219.240005
0080250458,219.132004
0080250558,219.024002
0080250658,218.916000
0080250758,218.807999
0080250859,218.699997
0080250959,218.610001
0080251059,218.501999
0080251159,218.393997
0080251259,218.285995
0080251360,218.177994
0080251460,218.070007
0080251560,217.962006
0080251660,217.854004
0080251760,217.764008
0080251861,217.656006
0080251961,217.548004
0080252061,217.440002
0080252161,217.332001
0080252261,217.223999
0080252362,217.115997
0080252462,217.007996
0080252562,216.899994
0080252662,216.809998
0080252762,216.701996
0080252863,216.593994
0080252963,216.485992
0080253063,216.378006
0080253163,216.270004
0080253263,216.162003
0080253364,216.072006
0080253464,215.964005
0080253564,215.856003
0080253664,215.748001
0080253764,215.639999
0080253865,215.531998
0080253965,215.442001
0080254065,215.334000
0080254165,215.225998
0080254265,215.117996
0080254366,215.009995
0080254466,214.901993
0080254566,214.811996
0080254666,214.703995
0080254766,214.595993
0080254867,214.488007
0080254967,214.380005
0080255067,214.272003
0080255167,214.164001
0080255267,214.056000
0080255368,213.966003
0080255468,213.858002
0080255568,213.750000
0080255668,213.641998
0080255768,213.533997
0080255869,213.425995
0080255969,213.317993
0080256069,213.210007
0080256169,213.102005
0080256269,212.994003
0080256370,212.904007
0080256470,212.796005
0080256570,212.688004
0080256670,212.580002
0080256770,212.472000
0080256871,212.382004
0080256971,212.274002
0080257071,212.166000
0080257171,212.057999
0080257271,211.949997
0080257372,211.841995
0080257472,211.751999
0080257572,211.643997
0080257672,211.535995
0080257772,211.427994
0080257873,211.320007
0080257973,211.212006
0080258073,211.104004
0080258173,210.996002
0080258273,210.906006
0080258374,210.798004
0080258474,210.690002
0080258574,210.582001
0080268894,199.710007
