0066441822,220.535995
0066441922,220.535995
0066442022,220.518005
0066442122,220.500000
0066442223,220.464005
0066442323,220.427994
0066442423,220.391998
0066442523,220.337997
0066442623,220.283997
0066442724,220.229996
0066442824,220.175995
0066442924,220.121994
0066443024,220.050003
0066443124,219.996002
0066443225,219.942001
0066443325,219.888000
0066443425,219.834000
0066443525,219.779999
0066443625,219.725998
0066443726,219.671997
0066443826,219.617996
0066443926,219.563995
0066444026,219.492004
0066444126,219.438004
0066444227,219.384003
0066444327,219.330002
0066444427,219.276001
0066444527,219.222000
0066444627,219.167999
0066444728,219.113998
0066444828,219.059998
0066444928,218.988007
0066445028,218.934006
0066445128,218.880005
0066445229,218.826004
0066445329,218.772003
0066445429,218.718002
0066445529,218.664001
0066445629,218.610001
0066445730,218.537994
0066445830,218.483994
0066445930,218.429993
0066446030,218.376007
0066446130,218.322006
0066446231,218.268005
0066446331,218.214005
0066446431,218.160004
0066446531,218.087997
0066446631,218.033997
0066446732,217.979996
0066446832,217.925995
0066446932,217.871994
0066447032,217.817993
0066447132,217.764008
0066447233,217.692001
0066447333,217.638000
0066447433,217.584000
0066447533,217.529999
0066447633,217.475998
0066447734,217.421997
0066447834,217.367996
0066447934,217.313995
0066448034,217.242004
0066448134,217.188004
0066448235,217.134003
0066448335,217.080002
0066448435,217.026001
0066448535,216.972000
0066448635,216.917999
0066448736,216.863998
0066448836,216.792007
0066448936,216.738007
0066449036,216.684006
0066449136,216.630005
0066449237,216.576004
0066449337,216.522003
0066449437,216.468002
0066449537,216.395996
0066449637,216.341995
0066449738,216.287994
0066449838,216.233994
0066449938,216.179993
0066450038,216.126007
0066450138,216.072006
0066450239,216.018005
0066450339,215.945999
0066450439,215.891998
0066450539,215.837997
0066450639,215.783997
0066450740,215.729996
0066450840,215.675995
0066450940,215.621994
0066451040,215.567993
0066451140,215.514008
0066451241,215.442001
0066451341,215.388000
0066451441,215.334000
0066451541,215.279999
0066451641,215.225998
0066451741,215.171997
0066451842,215.117996
0066451942,215.046005
0066452042,214.992004
0066452142,214.938004
0066452242,214.884003
0066452343,214.830002
0066452443,214.776001
0066452543,214.722000
0066452643,214.667999
0066452743,214.595993
0066452844,214.542007
0066452944,214.488007
0066453044,214.434006
0066453144,214.380005
0066453244,214.326004
0066453345,214.272003
0066453445,214.218002
0066453545,214.145996
0066453645,214.091995
0066453745,214.037994
0066453846,213.983994
0066453946,213.929993
0066454046,213.876007
0066454146,213.822006
0066454246,213.750000
0066454347,213.695999
0066454447,213.641998
0066454547,213.587997
0066454647,213.533997
0066454747,213.479996
0066454848,213.425995
0066454948,213.371994
0066455048,213.300003
0066455148,213.246002
0066455248,213.192001
0066455349,213.138000
0066455449,213.084000
0066455549,213.029999
0066455649,212.975998
0066455749,212.921997
0066455850,212.850006
0066455950,212.796005
0066456050,212.742004
0066456150,212.688004
0066456250,212.634003
0066456351,212.580002
0066456451,212.526001
0066456551,212.472000
0066456651,212.399994
0066456751,212.345993
0066456852,212.292007
0066456952,212.238007
0066457052,212.184006
0066457152,212.130005
0066457252,212.076004
0066457353,212.022003
0066457453,211.949997
0066457553,211.895996
0066457653,211.841995
0066457753,211.787994
0066457854,211.733994
0066457954,211.679993
0066458054,211.626007
0066458154,211.572006
0066458254,211.500000
0066458355,211.445999
0066458455,211.391998
0066458555,211.337997
0066458655,211.283997
0066458755,211.229996
0066458856,211.175995
0066458956,211.121994
0066459056,211.050003
0066459156,210.996002
0066459256,210.942001
0066459357,210.888000
0066459457,210.834000
0066459557,210.779999
0066459657,210.725998
0066459757,210.654007
0066459858,210.600006
0066459958,210.546005
0066460058,210.492004
0066460158,210.438004
0066460258,210.384003
0066460359,210.330002
0066460459,210.276001
0066460559,210.203995
0066460659,210.149994
0066460759,210.095993
0066460860,210.042007
0066460960,209.988007
0066461060,209.934006
0066461160,209.880005
0066461260,209.807999
0066461361,209.753998
0066461461,209.699997
0066461561,209.645996
0066461661,209.591995
0066461761,209.537994
0066461862,209.483994
0066461962,209.429993
0066462062,209.358002
0066462162,209.304001
0066462262,209.250000
0066462363,209.195999
0066462463,209.141998
0066462563,209.087997
0066462663,209.033997
0066462763,208.979996
0066462864,208.908005
0066462964,208.854004
0066463064,208.800003
0066463164,208.746002
0066463264,208.692001
0066463365,208.638000
0066463465,208.584000
0066463565,208.529999
0066463665,208.457993
0066463765,208.404007
0066463866,208.350006
0066463966,208.296005
0066464066,208.242004
0066464166,208.188004
0066464266,208.134003
0066464367,208.080002
0066464467,208.026001
0066464567,207.953995
0066464667,207.899994
0066464767,207.845993
0066464867,207.792007
0066464968,207.738007
0066465068,207.684006
0066465168,207.630005
0066465268,207.576004
0066465368,207.503998
0066465469,207.449997
0066465569,207.395996
0066465669,207.341995
0066465769,207.287994
0066465869,207.233994
0066465970,207.179993
0066466070,207.108002
0066466170,207.054001
0066466270,207.000000
0066466370,206.945999
0066466471,206.891998
0066466571,206.837997
0066466671,206.783997
0066466771,206.729996
0066466871,206.658005
0066466972,206.604004
0066467072,206.550003
0066467172,206.496002
0066467272,206.442001
0066467372,206.388000
0066467473,206.334000
0066467573,206.261993
0066467673,206.207993
0066467773,206.154007
0066467873,206.100006
0066467974,206.046005
0066468074,205.992004
0066468174,205.938004
0066468274,205.884003
0066468374,205.811996
0066468475,205.757996
0066468575,205.703995
0066468675,205.649994
0066468775,205.595993
0066468875,205.542007
0066468976,205.488007
0066469076,205.416000
0066469176,205.362000
