1	1.209321
2	1.101225
3	1.288703
4	1.248167
5	1.214388
6	1.300526
7	1.249856
8	1.268435
9	1.231278
10	1.283636
11	1.234655
12	1.258301
13	1.182297
14	1.199187
15	1.270124
16	1.217765
17	1.189053
18	1.092780
19	1.109670
20	1.217765
21	1.079268
22	1.136694
23	1.195809
24	1.124871
25	1.155273
26	1.146828
27	1.280258
28	1.175541
29	1.205943
30	1.217765
31	1.192431
32	1.128249
33	1.143450
34	1.183986
35	1.227899
36	1.232967
37	1.253234
38	1.268435
39	1.224522
40	1.302215
41	1.170474
42	1.254923
43	1.209321
44	1.275191
45	1.202565
46	1.214388
47	1.209321
48	1.192431
49	1.160340
50	1.162029
51	1.194120
52	1.162029
53	1.069134
54	1.209321
55	1.271813
56	1.217765
57	1.175541
58	1.209321
59	1.238033
60	1.156962
61	1.180608
62	1.290392
63	1.251545
64	1.236345
65	1.263368
66	1.243100
67	1.175541
68	1.204253
69	1.133316
70	1.173852
71	1.148517
72	1.175541
73	1.212699
74	1.189053
75	1.163718
76	1.173852
77	1.160340
78	1.183986
79	1.135005
80	1.266746
81	1.185675
82	1.156962
83	1.221143
84	1.205943
85	1.236345
86	1.177230
87	1.119804
88	1.168785
89	1.178919
90	1.156962
91	1.148517
92	1.229588
93	1.232967
94	1.231278
95	1.216077
96	1.221143
97	1.211010
98	1.151895
99	1.234655
100	1.173852
101	1.224522
102	1.227899
103	1.113048
104	1.189053
105	1.217765
106	1.224522
107	1.270124
108	1.190742
109	1.238033
110	1.351196
111	1.288703
112	1.246478
113	1.273502
114	1.253234
115	1.243100
116	1.303904
117	1.254923
118	1.261679
119	1.200876
120	1.207632
121	1.136694
122	1.224522
123	1.170474
124	1.254923
125	1.283636
126	1.236345
127	1.310660
128	1.280258
129	1.278569
130	1.290392
131	1.347818
132	1.346129
133	1.263368
134	1.322483
135	1.271813
136	1.342751
137	1.330928
138	1.334306
139	1.259990
140	1.261679
141	1.229588
142	1.325861
143	1.332617
144	1.283636
145	1.263368
146	1.330928
147	1.303904
148	1.288703
149	1.303904
150	1.344440
151	1.283636
152	1.287014
153	1.292081
154	1.162029
155	1.251545
156	1.226210
