1	1.256612
2	1.234655
3	1.253234
4	1.234655
5	1.207632
6	1.265057
7	1.238033
8	1.244789
9	1.278569
10	1.280258
11	1.239722
12	1.292081
13	1.344440
14	1.243100
15	1.344440
16	1.285325
17	1.287014
18	1.303904
19	1.302215
20	1.315727
21	1.268435
22	1.335995
23	1.234655
24	1.236345
25	1.199187
26	1.261679
27	1.254923
28	1.275191
29	1.224522
30	1.243100
31	1.217765
32	1.162029
33	1.243100
34	1.195809
35	1.047177
36	1.111359
37	1.077579
38	1.238033
39	1.182297
40	1.151895
41	1.162029
42	1.236345
43	1.113048
44	1.202565
45	1.121493
46	1.141761
47	1.079268
48	1.055622
49	1.094469
50	1.226210
51	1.153584
52	1.141761
53	1.175541
54	1.059000
55	1.146828
56	1.243100
57	1.106292
58	1.158651
59	1.202565
60	1.189053
61	1.133316
62	1.182297
63	1.219455
64	1.163718
65	1.067445
66	1.133316
67	1.194120
68	1.143450
69	1.192431
70	1.335995
71	1.287014
72	1.234655
73	1.185675
74	1.268435
75	1.214388
76	1.224522
77	1.180608
78	1.195809
79	1.209321
80	1.145139
81	1.128249
82	1.207632
83	1.155273
84	1.211010
85	1.236345
86	1.195809
87	1.167096
88	1.180608
89	1.162029
90	1.119804
91	1.138383
92	1.178919
93	1.170474
94	1.187364
95	1.128249
96	1.177230
97	1.087713
98	1.107981
99	1.254923
100	1.278569
101	1.216077
102	1.195809
103	1.202565
104	1.106292
105	1.222832
106	1.146828
107	1.091091
108	1.232967
109	1.156962
110	1.200876
111	1.202565
112	1.268435
113	1.207632
114	1.227899
115	1.172163
116	1.246478
117	1.189053
118	1.182297
119	1.200876
120	1.097847
121	1.270124
122	1.123182
123	1.167096
124	1.082646
125	1.128249
126	1.131627
127	1.096158
128	1.121493
129	1.129938
130	1.075890
131	1.163718
132	1.113048
133	1.077579
134	1.069134
135	1.141761
136	1.124871
137	1.109670
138	1.079268
139	1.047177
140	1.162029
141	1.148517
142	1.123182
143	1.031976
144	1.119804
145	1.102914
146	1.106292
147	1.079268
148	1.099536
149	1.084335
150	1.151895
151	1.173852
152	1.148517
153	1.162029
154	1.177230
155	1.172163
156	1.187364
157	1.295459
158	1.243100
159	1.133316
160	1.118115
161	1.128249
162	1.028598
163	0.989751
164	1.140072
165	1.121493
166	1.030287
167	1.097847
168	1.151895
169	1.202565
170	1.183986
171	1.197498
172	1.216077
173	1.236345
174	1.187364
175	1.211010
176	1.200876
177	1.202565
178	1.052244
179	0.986373
180	1.109670
181	1.038732
182	1.155273
183	1.145139
184	1.175541
185	1.113048
186	1.121493
187	1.099536
188	1.116426
189	1.129938
190	1.151895
191	1.175541
192	1.124871
193	1.175541
194	1.244789
195	1.185675
196	1.238033
197	1.145139
198	1.182297
199	1.153584
200	1.155273
201	1.219455
202	1.143450
203	1.113048
204	1.097847
205	1.109670
206	1.163718
207	1.136694
208	1.168785
209	1.197498
210	1.140072
211	1.173852
212	1.221143
213	1.141761
214	1.055622
215	1.128249
216	1.119804
217	1.178919
218	1.158651
219	1.131627
220	1.074201
221	1.064067
222	1.135005
223	1.118115
224	1.077579
225	1.156962
226	1.045488
227	1.070823
228	1.124871
229	1.092780
230	1.077579
231	1.091091
232	1.069134
233	1.030287
234	1.077579
235	1.047177
236	1.121493
237	1.148517
238	1.102914
239	1.165407
240	1.123182
241	1.119804
242	1.106292
243	1.062378
244	0.998196
245	0.979617
246	1.040421
247	1.094469
248	1.048866
249	1.008330
250	1.094469
251	1.067445
252	1.042110
253	1.086024
254	1.124871
255	1.173852
256	1.138383
257	1.158651
258	1.121493
259	1.102914
260	1.153584
261	1.180608
262	1.135005
263	1.064067
264	1.106292
265	1.060689
266	1.177230
267	1.173852
268	1.155273
269	1.136694
270	1.143450
271	1.216077
272	1.178919
273	1.177230
274	1.167096
275	1.200876
276	1.339373
277	1.268435
278	1.320794
279	1.219455
280	1.222832
281	1.234655
282	1.248167
283	1.163718
284	1.170474
285	1.183986
286	1.109670
287	1.129938
288	1.165407
289	1.275191
290	1.214388
291	1.173852
292	1.214388
293	1.246478
294	1.229588
295	1.232967
296	1.212699
297	1.126560
298	1.165407
299	1.227899
300	1.141761
301	1.238033
302	1.135005
303	1.138383
304	1.062378
305	1.156962
306	1.165407
307	1.190742
308	1.314038
309	1.310660
310	1.384976
311	1.295459
312	1.454225
313	1.422134
314	1.378220
315	1.325861
316	1.413689
317	1.273502
318	1.278569
319	1.302215
320	1.256612
321	1.224522
322	1.339373
323	1.354574
324	1.275191
325	1.354574
326	1.312349
327	1.398488
328	1.315727
329	1.356263
330	1.342751
331	1.374842
332	1.445780
333	1.312349
334	1.300526
335	1.317416
336	1.292081
337	1.330928
338	1.364708
339	1.363019
340	1.386665
341	1.253234
342	1.297148
343	1.280258
344	1.246478
345	1.297148
346	1.209321
347	1.214388
348	1.238033
349	1.187364
350	1.243100
351	1.118115
352	1.114737
353	1.197498
354	1.194120
