1	0.981306
2	1.067445
3	1.016775
4	0.977928
5	0.942459
6	0.998196
7	1.013397
8	1.018464
9	1.011708
10	1.048866
11	1.031976
12	1.003263
13	1.023531
14	1.050555
15	0.957660
16	1.006641
17	0.961038
18	0.955971
19	0.981306
20	1.031976
21	1.006641
22	1.031976
23	0.996507
24	1.035354
25	1.021842
26	1.008330
27	1.062378
28	1.057311
29	1.035354
30	1.047177
31	0.998196
32	0.991440
33	1.037043
34	0.993129
35	0.932325
36	1.028598
37	1.011708
38	0.964416
39	1.084335
40	0.991440
41	1.033665
42	1.013397
43	0.982995
44	0.967794
45	0.979617
46	1.004952
47	1.008330
48	1.011708
49	1.006641
50	1.011708
51	1.015086
52	1.062378
53	1.069134
54	0.981306
55	1.053933
56	1.013397
57	1.055622
58	0.991440
59	1.015086
60	0.982995
61	1.065756
62	1.045488
63	1.047177
64	0.977928
65	1.062378
66	1.047177
67	1.026909
68	0.998196
69	1.003263
70	0.999885
71	1.084335
72	1.042110
73	1.020153
74	0.996507
75	1.021842
76	1.033665
77	1.069134
78	1.099536
79	1.080957
80	1.086024
81	1.030287
82	1.016775
83	1.015086
84	1.023531
85	0.923880
86	0.966105
87	0.979617
88	1.008330
89	0.962727
90	0.955971
91	0.934014
92	0.918814
93	0.950904
94	1.053933
95	1.043799
96	0.969483
97	1.031976
98	0.966105
99	1.020153
100	1.001574
101	0.977928
102	1.059000
103	1.015086
104	1.021842
105	1.050555
106	1.094469
107	1.053933
108	1.074201
109	1.015086
110	1.050555
111	1.047177
112	1.045488
113	1.025220
114	0.962727
115	1.043799
116	1.055622
117	0.984684
118	0.999885
119	1.047177
120	0.989751
121	0.986373
122	1.040421
123	1.077579
124	1.003263
125	0.957660
126	0.999885
127	0.961038
128	1.021842
129	1.042110
130	1.006641
131	0.962727
132	1.006641
133	0.977928
134	1.020153
135	1.031976
136	0.932325
137	0.999885
138	0.989751
139	0.999885
140	1.016775
141	1.052244
142	1.072512
143	1.099536
144	1.048866
145	0.999885
146	1.031976
147	1.055622
148	1.038732
149	1.021842
150	1.062378
151	1.011708
152	1.074201
153	1.080957
154	1.084335
155	1.016775
156	1.074201
157	1.129938
158	1.072512
159	1.156962
160	1.079268
161	1.087713
162	1.080957
163	1.084335
164	1.040421
