00000;1410178254;904699
00001;1410178255;4978
00002;1410178255;104734
00003;1410178255;204924
00004;1410178255;304848
00005;1410178255;404854
00006;1410178255;504813
00007;1410178255;604842
00008;1410178255;704933
00009;1410178255;804789
00010;1410178255;904874
00011;1410178256;4651
00012;1410178256;104232
00013;1410178256;204360
00014;1410178256;304397
00015;1410178256;404582
00016;1410178256;504817
00017;1410178256;604794
00018;1410178256;704839
00019;1410178256;804843
00020;1410178256;904775
00021;1410178257;4845
00022;1410178257;104840
00023;1410178257;204555
00024;1410178257;304641
00025;1410178257;404726
00026;1410178257;504864
00027;1410178257;604882
00028;1410178257;704587
00029;1410178257;804489
00030;1410178257;904695
00031;1410178258;4932
00032;1410178258;104809
00033;1410178258;204935
00034;1410178258;304806
00035;1410178258;404902
00036;1410178258;504738
00037;1410178258;604927
00038;1410178258;704664
00039;1410178258;804827
00040;1410178258;904881
00041;1410178259;4922
00042;1410178259;104652
00043;1410178259;204820
00044;1410178259;305127
00045;1410178259;404651
00046;1410178259;504777
00047;1410178259;605036
00048;1410178259;704928
00049;1410178259;804983
00050;1410178259;904513
00051;1410178260;4600
00052;1410178260;104721
00053;1410178260;204334
00054;1410178260;305022
00055;1410178260;405176
00056;1410178260;505108
00057;1410178260;604186
00058;1410178260;704248
00059;1410178260;804849
00060;1410178260;904883
00061;1410178261;4909
00062;1410178261;104988
00063;1410178261;204953
00064;1410178261;304757
00065;1410178261;404982
00066;1410178261;504832
00067;1410178261;605008
00068;1410178261;704757
00069;1410178261;804986
00070;1410178261;904796
00071;1410178262;4920
00072;1410178262;104678
00073;1410178262;204899
00074;1410178262;304789
00075;1410178262;405033
00076;1410178262;504829
00077;1410178262;604917
00078;1410178262;705036
00079;1410178262;804959
00080;1410178262;904777
00081;1410178263;4960
00082;1410178263;104916
00083;1410178263;205072
00084;1410178263;304322
00085;1410178263;404398
00086;1410178263;504414
00087;1410178263;604337
00088;1410178263;704279
00089;1410178263;805221
00090;1410178263;905033
00091;1410178264;5020
00092;1410178264;104831
00093;1410178264;205037
00094;1410178264;304891
00095;1410178264;405138
00096;1410178264;504940
00097;1410178264;604913
00098;1410178264;705059
00099;1410178264;804984
00100;1410178264;905041
00101;1410178265;5194
00102;1410178265;104232
00103;1410178265;205008
00104;1410178265;304273
00105;1410178265;404567
00106;1410178265;504567
00107;1410178265;604618
00108;1410178265;705214
00109;1410178265;804365
00110;1410178265;905210
00111;1410178266;4441
00112;1410178266;104534
00113;1410178266;204590
00114;1410178266;304855
00115;1410178266;405025
00116;1410178266;504819
00117;1410178266;605033
00118;1410178266;704914
00119;1410178266;804954
00120;1410178266;904994
00121;1410178267;5059
00122;1410178267;104948
00123;1410178267;204600
00124;1410178267;304676
00125;1410178267;404867
00126;1410178267;505053
00127;1410178267;604957
00128;1410178267;705102
00129;1410178267;804934
00130;1410178267;905067
00131;1410178268;5038
00132;1410178268;104856
00133;1410178268;205070
00134;1410178268;305279
00135;1410178268;405005
00136;1410178268;504661
00137;1410178268;604920
00138;1410178268;704985
00139;1410178268;804256
00140;1410178268;904871
00141;1410178269;5030
00142;1410178269;105035
00143;1410178269;205014
00144;1410178269;305121
00145;1410178269;405080
00146;1410178269;505020
00147;1410178269;604894
00148;1410178269;704397
00149;1410178269;804627
00150;1410178269;904642
00151;1410178270;4663
00152;1410178270;104417
00153;1410178270;204649
00154;1410178270;304657
00155;1410178270;404590
00156;1410178270;504980
00157;1410178270;604752
00158;1410178270;704281
00159;1410178270;804506
00160;1410178270;904870
00161;1410178271;5165
00162;1410178271;105295
00163;1410178271;205137
00164;1410178271;305002
00165;1410178271;404811
