# generated for laser system 2
# Made by hand by Matthias
# N, HRM, VRM, HS, VS, S, SC, AT, AP
51, -3300, 0, 8000, 8000, -2.5, 5, 3800, 0
52, -3300, 0, 8000, 8000, -2.5, 5, 3800, 0
53, -3300, 0, 8000, 8000, -2.5, 5, 3800, 0
54, -3300, 0, 8000, 8000, -2.5, 5, 3800, 0
55, -3300, 0, 8000, 8000, -2.5, 5, 3800, 0
56, -44000, 0, 15000, 8000, 0, 0, 3800, 0
57, -3000, 0, 8000, 8000, -2.5, 5, 3800, 0
58, -3000, 0, 8000, 8000, -2.5, 5, 3800, 0
59, -3000, 0, 8000, 8000, -2.5, 5, 3800, 0
60, -3000, 0, 8000, 8000, -2.5, 5, 3800, 0
61, -3000, 0, 8000, 8000, -2.5, 5, 3800, 0
62, -3000, 0, 8000, 8000, -2.5, 5, 3800, 0
63, -3000, 0, 8000, 8000, -2.5, 5, 3800, 0
64, -3000, 0, 8000, 8000, -2.5, 5, 3800, 0
65, -3000, 0, 8000, 8000, -2.5, 5, 3800, 0
66, -3000, 0, 8000, 8000, -2.5, 5, 3800, 0
67, -42000, 0, 15000, 8000, 0, 0, 3800, 0
68, -2700, 0, 8000, 8000, -2.5, 5, 3800, 0
69, -2700, 0, 8000, 8000, -2.5, 5, 3800, 0
70, -2700, 0, 8000, 8000, -2.5, 5, 3800, 0
71, -2700, 0, 8000, 8000, -2.5, 5, 3800, 0
72, -2700, 0, 8000, 8000, -2.5, 5, 3800, 0
73, -2700, 0, 8000, 8000, -2.5, 5, 3800, 0
74, -2700, 0, 8000, 8000, -2.5, 5, 3800, 0
75, -2700, 0, 8000, 8000, -2.5, 5, 3800, 0
76, -2700, 0, 8000, 8000, -2.5, 5, 3800, 0
77, -2700, 0, 8000, 8000, -2.5, 5, 3800, 0
78, -40000, 0, 15000, 8000, 0, 0, 3800, 0
79, -1900, 0, 8000, 8000, -2.5, 5, 3800, 0
80, -1900, 0, 8000, 8000, -2.5, 5, 3800, 0
81, -1900, 0, 8000, 8000, -2.5, 5, 3800, 0
82, -1900, 0, 8000, 8000, -2.5, 5, 3800, 0
83, -1900, 0, 8000, 8000, -2.5, 5, 3800, 0
84, -1900, 0, 8000, 8000, -2.5, 5, 3800, 0
85, -1900, 0, 8000, 8000, -2.5, 5, 3800, 0
86, -1900, 0, 8000, 8000, -2.5, 5, 3800, 0
87, -1900, 0, 8000, 8000, -2.5, 5, 3800, 0
88, -1900, 0, 8000, 8000, -2.5, 5, 3800, 0
89, 585000, 0, 15000, 8000, 0, 0, 3800, 0
90, 0, 25000, 8000, 8000, 0, 0, 3800, 0
91, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
92, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
93, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
94, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
95, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
96, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
97, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
98, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
99, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
100, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
101, -38000, 0, 15000, 8000, 0, 0, 3600, 0
102, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
103, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
104, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
105, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
106, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
107, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
108, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
109, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
110, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
111, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
112, -44000, 0, 15000, 8000, 0, 0, 3600, 0
113, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
114, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
115, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
116, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
117, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
118, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
119, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
120, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
121, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
122, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
123, -47000, 0, 15000, 8000, 0, 0, 3600, 0
124, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
125, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
126, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
127, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
128, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
129, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
130, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
131, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
132, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
133, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
134, -44000, 0, 15000, 8000, 0, 0, 3600, 0
135, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
136, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
137, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
138, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
139, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
140, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
141, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
142, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
143, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
144, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
145, -44000, 0, 15000, 8000, 0, 0, 3600, 0
146, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
147, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
148, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
149, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
150, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
151, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
152, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
153, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
154, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
155, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
156, -42000, 0, 15000, 8000, 0, 0, 3600, 0
157, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
158, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
159, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
160, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
161, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
162, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
163, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
164, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
165, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
166, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
167, -40000, 0, 15000, 8000, 0, 0, 3600, 0
168, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
169, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
170, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
171, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
172, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
173, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
174, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
175, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
176, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
177, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
178, 585000, 0, 15000, 8000, 0, 0, 3600, 0
179, 0, 25000, 8000, 8000, 0, 0, 3600, 0
180, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
181, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
182, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
183, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
184, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
185, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
186, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
187, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
188, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
189, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
190, -38000, 0, 15000, 8000, 0, 0, 3600, 0
191, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
192, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
193, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
194, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
195, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
196, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
197, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
198, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
199, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
200, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
201, -44000, 0, 15000, 8000, 0, 0, 3600, 0
202, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
203, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
204, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
205, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
206, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
207, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
208, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
209, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
210, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
211, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
212, -47000, 0, 15000, 8000, 0, 0, 3600, 0
213, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
214, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
215, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
216, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
217, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
218, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
219, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
220, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
221, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
222, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
223, -44000, 0, 15000, 8000, 0, 0, 3600, 0
224, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
225, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
226, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
227, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
228, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
229, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
230, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
231, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
232, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
233, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
234, -44000, 0, 15000, 8000, 0, 0, 3600, 0
235, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
236, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
237, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
238, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
239, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
240, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
241, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
242, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
243, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
244, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
245, -42000, 0, 15000, 8000, 0, 0, 3600, 0
246, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
247, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
248, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
249, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
250, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
251, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
252, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
253, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
254, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
255, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
256, -40000, 0, 15000, 8000, 0, 0, 3600, 0
257, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
258, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
259, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
260, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
261, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
262, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
263, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
264, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
265, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
266, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
267, 585000, 0, 15000, 8000, 0, 0, 3600, 0
268, 0, 25000, 8000, 8000, 0, 0, 3600, 0
269, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
270, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
271, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
272, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
273, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
274, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
275, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
276, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
277, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
278, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
279, -38000, 0, 15000, 8000, 0, 0, 3600, 0
280, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
281, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
282, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
283, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
284, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
285, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
286, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
287, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
288, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
289, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
290, -44000, 0, 15000, 8000, 0, 0, 3600, 0
291, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
292, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
293, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
294, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
295, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
296, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
297, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
298, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
299, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
300, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
301, -47000, 0, 15000, 8000, 0, 0, 3600, 0
302, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
303, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
304, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
305, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
306, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
307, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
308, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
309, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
310, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
311, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
312, -44000, 0, 15000, 8000, 0, 0, 3600, 0
313, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
314, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
315, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
316, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
317, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
318, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
319, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
320, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
321, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
322, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
323, -44000, 0, 15000, 8000, 0, 0, 3600, 0
324, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
325, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
326, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
327, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
328, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
329, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
330, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
331, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
332, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
333, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
334, -42000, 0, 15000, 8000, 0, 0, 3600, 0
335, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
336, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
337, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
338, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
339, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
340, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
341, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
342, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
343, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
344, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
345, -40000, 0, 15000, 8000, 0, 0, 3600, 0
346, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
347, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
348, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
349, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
350, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
351, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
352, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
353, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
354, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
355, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
356, 585000, 0, 15000, 8000, 0, 0, 3600, 0
357, 0, 25000, 8000, 8000, 0, 0, 3600, 0
358, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
359, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
360, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
361, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
362, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
363, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
364, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
365, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
366, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
367, -5400, 0, 8000, 8000, -2.5, 5, 3600, 0
368, -38000, 0, 15000, 8000, 0, 0, 3600, 0
369, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
370, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
371, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
372, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
373, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
374, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
375, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
376, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
377, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
378, -4400, 0, 8000, 8000, -2.5, 5, 3600, 0
379, -44000, 0, 15000, 8000, 0, 0, 3600, 0
380, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
381, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
382, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
383, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
384, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
385, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
386, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
387, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
388, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
389, -4300, 0, 8000, 8000, -2.5, 5, 3600, 0
390, -47000, 0, 15000, 8000, 0, 0, 3600, 0
391, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
392, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
393, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
394, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
395, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
396, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
397, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
398, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
399, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
400, -3600, 0, 8000, 8000, -2.5, 5, 3600, 0
401, -44000, 0, 15000, 8000, 0, 0, 3600, 0
402, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
403, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
404, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
405, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
406, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
407, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
408, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
409, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
410, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
411, -3300, 0, 8000, 8000, -2.5, 5, 3600, 0
412, -44000, 0, 15000, 8000, 0, 0, 3600, 0
413, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
414, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
415, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
416, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
417, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
418, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
419, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
420, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
421, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
422, -3000, 0, 8000, 8000, -2.5, 5, 3600, 0
423, -42000, 0, 15000, 8000, 0, 0, 3600, 0
424, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
425, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
426, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
427, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
428, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
429, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
430, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
431, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
432, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
433, -2700, 0, 8000, 8000, -2.5, 5, 3600, 0
434, -40000, 0, 15000, 8000, 0, 0, 3600, 0
435, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
436, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
437, -1900, 0, 8000, 8000, -2.5, 5, 3600, 0
