# generated for laser system 1
# Made by hand by Matthias
# N, HRM, VRM, HS, VS, S, SC, AT, AP
1416, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1417, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1418, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1419, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1420, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1421, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1422, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1423, -46000, 0, 15000, 8000, 0, 0, 4800, 0
1424, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1425, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1426, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1427, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1428, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1429, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1430, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1431, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1432, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1433, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1434, -52000, 0, 15000, 8000, 0, 0, 4800, 0
1435, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1436, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1437, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1438, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1439, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1440, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1441, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1442, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1443, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1444, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1445, -39000, 0, 15000, 8000, 0, 0, 4800, 0
1446, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1447, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1448, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1449, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1450, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1451, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1452, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1453, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1454, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1455, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1456, 354000, 0, 15000, 8000, 0, 0, 4800, 0
1457, 0, 12500, 8000, 8000, 0, 0, 4800, 0
1458, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1459, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1460, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1461, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1462, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1463, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1464, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1465, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1466, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1467, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1468, -33000, 0, 15000, 8000, 0, 0, 4800, 0
1469, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1470, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1471, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1472, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1473, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1474, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1475, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1476, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1477, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1478, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1479, -46000, 0, 15000, 8000, 0, 0, 4800, 0
1480, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1481, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1482, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1483, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1484, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1485, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1486, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1487, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1488, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1489, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1490, -52000, 0, 15000, 8000, 0, 0, 4800, 0
1491, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1492, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1493, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1494, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1495, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1496, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1497, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1498, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1499, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1500, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1501, -39000, 0, 15000, 8000, 0, 0, 4800, 0
1502, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1503, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1504, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1505, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1506, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1507, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1508, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1509, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1510, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1511, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1512, 354000, 0, 15000, 8000, 0, 0, 4800, 0
1513, 0, 12500, 8000, 8000, 0, 0, 4800, 0
1514, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1515, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1516, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1517, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1518, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1519, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1520, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1521, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1522, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1523, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1524, -33000, 0, 15000, 8000, 0, 0, 4800, 0
1525, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1526, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1527, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1528, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1529, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1530, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1531, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1532, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1533, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1534, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1535, -46000, 0, 15000, 8000, 0, 0, 4800, 0
1536, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1537, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1538, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1539, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1540, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1541, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1542, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1543, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1544, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1545, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1546, -52000, 0, 15000, 8000, 0, 0, 4800, 0
1547, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1548, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1549, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1550, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1551, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1552, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1553, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1554, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1555, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1556, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1557, -39000, 0, 15000, 8000, 0, 0, 4800, 0
1558, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1559, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1560, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1561, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1562, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1563, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1564, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1565, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1566, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1567, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1568, 354000, 0, 15000, 8000, 0, 0, 4800, 0
1569, 0, 12500, 8000, 8000, 0, 0, 4800, 0
1570, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1571, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1572, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1573, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1574, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1575, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1576, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1577, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1578, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1579, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1580, -33000, 0, 15000, 8000, 0, 0, 4800, 0
1581, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1582, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1583, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1584, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1585, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1586, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1587, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1588, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1589, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1590, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1591, -46000, 0, 15000, 8000, 0, 0, 4800, 0
1592, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1593, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1594, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1595, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1596, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1597, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1598, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1599, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1600, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1601, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1602, -52000, 0, 15000, 8000, 0, 0, 4800, 0
1603, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1604, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1605, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1606, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1607, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1608, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1609, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1610, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1611, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1612, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1613, -39000, 0, 15000, 8000, 0, 0, 4800, 0
1614, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1615, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1616, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1617, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1618, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1619, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1620, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1621, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1622, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1623, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1624, 354000, 0, 15000, 8000, 0, 0, 4800, 0
1625, 0, 12500, 8000, 8000, 0, 0, 4800, 0
1626, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1627, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1628, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1629, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1630, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1631, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1632, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1633, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1634, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1635, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1636, -33000, 0, 15000, 8000, 0, 0, 4800, 0
1637, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1638, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1639, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1640, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1641, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1642, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1643, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1644, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1645, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1646, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1647, -46000, 0, 15000, 8000, 0, 0, 4800, 0
1648, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1649, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1650, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1651, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1652, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1653, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1654, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1655, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1656, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1657, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1658, -52000, 0, 15000, 8000, 0, 0, 4800, 0
1659, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1660, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1661, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1662, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1663, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1664, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1665, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1666, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1667, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1668, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1669, -39000, 0, 15000, 8000, 0, 0, 4800, 0
1670, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1671, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1672, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1673, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1674, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1675, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1676, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1677, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1678, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1679, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1680, 354000, 0, 15000, 8000, 0, 0, 4800, 0
1681, 0, 12500, 8000, 8000, 0, 0, 4800, 0
1682, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1683, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1684, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1685, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1686, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1687, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1688, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1689, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1690, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1691, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1692, -33000, 0, 15000, 8000, 0, 0, 4800, 0
1693, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1694, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1695, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1696, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1697, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1698, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1699, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1700, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1701, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1702, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1703, -46000, 0, 15000, 8000, 0, 0, 4800, 0
1704, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1705, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1706, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1707, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1708, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1709, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1710, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1711, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1712, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1713, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1714, -52000, 0, 15000, 8000, 0, 0, 4800, 0
1715, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1716, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1717, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1718, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1719, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1720, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1721, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1722, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1723, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1724, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1725, -39000, 0, 15000, 8000, 0, 0, 4800, 0
1726, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1727, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1728, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1729, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1730, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1731, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1732, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1733, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1734, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1735, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1736, 354000, 0, 15000, 8000, 0, 0, 4800, 0
1737, 0, 12500, 8000, 8000, 0, 0, 4800, 0
1738, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1739, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1740, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1741, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1742, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1743, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1744, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1745, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1746, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1747, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1748, -33000, 0, 15000, 8000, 0, 0, 4800, 0
1749, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1750, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1751, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1752, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1753, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1754, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1755, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1756, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1757, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1758, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1759, -46000, 0, 15000, 8000, 0, 0, 4800, 0
1760, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1761, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1762, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1763, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1764, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1765, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1766, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1767, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1768, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1769, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1770, -52000, 0, 15000, 8000, 0, 0, 4800, 0
1771, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1772, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1773, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1774, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1775, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1776, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1777, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1778, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1779, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1780, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1781, -39000, 0, 15000, 8000, 0, 0, 4800, 0
1782, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1783, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1784, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1785, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1786, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1787, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1788, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1789, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1790, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1791, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1792, 354000, 0, 15000, 8000, 0, 0, 4800, 0
1793, 0, 12500, 8000, 8000, 0, 0, 4800, 0
1794, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1795, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1796, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1797, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1798, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1799, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1800, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1801, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1802, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1803, -2500, 0, 8000, 8000, -2.5, 5, 4800, 0
1804, -33000, 0, 15000, 8000, 0, 0, 4800, 0
1805, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1806, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1807, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1808, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1809, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1810, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1811, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1812, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1813, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1814, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1815, -46000, 0, 15000, 8000, 0, 0, 4800, 0
1816, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1817, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1818, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1819, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1820, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1821, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1822, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1823, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1824, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1825, -27000, 0, 8000, 8000, -2.5, 5, 4800, 0
1826, -52000, 0, 15000, 8000, 0, 0, 4800, 0
1827, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1828, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1829, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1830, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1831, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1832, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1833, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1834, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1835, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1836, -5200, 0, 8000, 8000, -2.5, 5, 4800, 0
1837, -39000, 0, 15000, 8000, 0, 0, 4800, 0
1838, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1839, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
1840, -4000, 0, 8000, 8000, -2.5, 5, 4800, 0
