# generated for laser system 2
# Made by hand by Matthias
# N, HRM, VRM, HS, VS, S, SC, AT, AP
464, -44000, 0, 15000, 8000, 0, 0, 3300, 0
465, -43000, 0, 4000, 8000, 4, 0, 3300, 0
466, -47000, 0, 15000, 8000, 0, 0, 3300, 0
467, -36000, 0, 4000, 8000, 4, 0, 3300, 0
468, -44000, 0, 15000, 8000, 0, 0, 3300, 0
469, -33000, 0, 4000, 8000, 4, 0, 3300, 0
470, -44000, 0, 15000, 8000, 0, 0, 3300, 0
471, -30000, 0, 4000, 8000, 4, 0, 3300, 0
472, -42000, 0, 15000, 8000, 0, 0, 3300, 0
473, -27000, 0, 4000, 8000, 4, 0, 3300, 0
474, -40000, 0, 15000, 8000, 0, 0, 3300, 0
475, -19000, 0, 4000, 8000, 4, 0, 3300, 0
476, 585000, 0, 15000, 8000, 0, 0, 3300, 0
477, 0, 12500, 8000, 8000, 0, 0, 3300, 0
478, -54000, 0, 4000, 8000, 4, 0, 3000, 0
479, -38000, 0, 15000, 8000, 0, 0, 3000, 0
480, -44000, 0, 4000, 8000, 4, 0, 3000, 0
481, -44000, 0, 15000, 8000, 0, 0, 3000, 0
482, -43000, 0, 4000, 8000, 4, 0, 3000, 0
483, -47000, 0, 15000, 8000, 0, 0, 3000, 0
484, -36000, 0, 4000, 8000, 4, 0, 3000, 0
485, -44000, 0, 15000, 8000, 0, 0, 3000, 0
486, -33000, 0, 4000, 8000, 4, 0, 3000, 0
487, -44000, 0, 15000, 8000, 0, 0, 3000, 0
488, -30000, 0, 4000, 8000, 4, 0, 3000, 0
489, -42000, 0, 15000, 8000, 0, 0, 3000, 0
490, -27000, 0, 4000, 8000, 4, 0, 3000, 0
491, -40000, 0, 15000, 8000, 0, 0, 3000, 0
492, -19000, 0, 4000, 8000, 4, 0, 3000, 0
493, 585000, 0, 15000, 8000, 0, 0, 3000, 0
494, 0, 12500, 8000, 8000, 0, 0, 3000, 0
495, -54000, 0, 4000, 8000, 4, 0, 3000, 0
496, -38000, 0, 15000, 8000, 0, 0, 3000, 0
497, -44000, 0, 4000, 8000, 4, 0, 3000, 0
498, -44000, 0, 15000, 8000, 0, 0, 3000, 0
499, -43000, 0, 4000, 8000, 4, 0, 3000, 0
500, -47000, 0, 15000, 8000, 0, 0, 3000, 0
501, -36000, 0, 4000, 8000, 4, 0, 3000, 0
502, -44000, 0, 15000, 8000, 0, 0, 3000, 0
503, -33000, 0, 4000, 8000, 4, 0, 3000, 0
504, -44000, 0, 15000, 8000, 0, 0, 3000, 0
505, -30000, 0, 4000, 8000, 4, 0, 3000, 0
506, -42000, 0, 15000, 8000, 0, 0, 3000, 0
507, -27000, 0, 4000, 8000, 4, 0, 3000, 0
508, -40000, 0, 15000, 8000, 0, 0, 3000, 0
509, -19000, 0, 4000, 8000, 4, 0, 3000, 0
510, 585000, 0, 15000, 8000, 0, 0, 3000, 0
511, 0, 12500, 8000, 8000, 0, 0, 3000, 0
512, -54000, 0, 4000, 8000, 4, 0, 1500, 0
513, -38000, 0, 15000, 8000, 0, 0, 1500, 0
514, -44000, 0, 4000, 8000, 4, 0, 1500, 0
515, -44000, 0, 15000, 8000, 0, 0, 1500, 0
516, -43000, 0, 4000, 8000, 4, 0, 1500, 0
517, -47000, 0, 15000, 8000, 0, 0, 1500, 0
518, -36000, 0, 4000, 8000, 4, 0, 1500, 0
519, -44000, 0, 15000, 8000, 0, 0, 1500, 0
520, -33000, 0, 4000, 8000, 4, 0, 1500, 0
521, -44000, 0, 15000, 8000, 0, 0, 1500, 0
522, -30000, 0, 4000, 8000, 4, 0, 1500, 0
523, -42000, 0, 15000, 8000, 0, 0, 1500, 0
524, -27000, 0, 4000, 8000, 4, 0, 1500, 0
525, -40000, 0, 15000, 8000, 0, 0, 1500, 0
526, -19000, 0, 4000, 8000, 4, 0, 1500, 0
527, 585000, 0, 15000, 8000, 0, 0, 1500, 0
528, 0, 12500, 8000, 8000, 0, 0, 1500, 0
529, -54000, 0, 4000, 8000, 4, 0, 1500, 0
530, -38000, 0, 15000, 8000, 0, 0, 1500, 0
531, -44000, 0, 4000, 8000, 4, 0, 1500, 0
532, -44000, 0, 15000, 8000, 0, 0, 1500, 0
533, -43000, 0, 4000, 8000, 4, 0, 1500, 0
534, -47000, 0, 15000, 8000, 0, 0, 1500, 0
535, -36000, 0, 4000, 8000, 4, 0, 1500, 0
536, -44000, 0, 15000, 8000, 0, 0, 1500, 0
537, -33000, 0, 4000, 8000, 4, 0, 1500, 0
538, -44000, 0, 15000, 8000, 0, 0, 1500, 0
539, -30000, 0, 4000, 8000, 4, 0, 1500, 0
540, -42000, 0, 15000, 8000, 0, 0, 1500, 0
541, -27000, 0, 4000, 8000, 4, 0, 1500, 0
542, -40000, 0, 15000, 8000, 0, 0, 1500, 0
543, -19000, 0, 4000, 8000, 4, 0, 1500, 0
544, 585000, 0, 15000, 8000, 0, 0, 1500, 0
545, 0, 12500, 8000, 8000, 0, 0, 1500, 0
546, -54000, 0, 4000, 8000, 4, 0, 1500, 0
547, -38000, 0, 15000, 8000, 0, 0, 1500, 0
548, -44000, 0, 4000, 8000, 4, 0, 1500, 0
549, -44000, 0, 15000, 8000, 0, 0, 1500, 0
550, -43000, 0, 4000, 8000, 4, 0, 1500, 0
551, -47000, 0, 15000, 8000, 0, 0, 1500, 0
552, -36000, 0, 4000, 8000, 4, 0, 1500, 0
553, -44000, 0, 15000, 8000, 0, 0, 1500, 0
554, -33000, 0, 4000, 8000, 4, 0, 1500, 0
555, -44000, 0, 15000, 8000, 0, 0, 1500, 0
556, -30000, 0, 4000, 8000, 4, 0, 1500, 0
557, -42000, 0, 15000, 8000, 0, 0, 1500, 0
558, -27000, 0, 4000, 8000, 4, 0, 1500, 0
559, -40000, 0, 15000, 8000, 0, 0, 1500, 0
560, -19000, 0, 4000, 8000, 4, 0, 1500, 0
561, 585000, 0, 15000, 8000, 0, 0, 1500, 0
562, 0, 12500, 8000, 8000, 0, 0, 1500, 0
563, -54000, 0, 4000, 8000, 4, 0, 1500, 0
564, -38000, 0, 15000, 8000, 0, 0, 1500, 0
565, -44000, 0, 4000, 8000, 4, 0, 1500, 0
566, -44000, 0, 15000, 8000, 0, 0, 1500, 0
567, -43000, 0, 4000, 8000, 4, 0, 1500, 0
568, -47000, 0, 15000, 8000, 0, 0, 1500, 0
569, -36000, 0, 4000, 8000, 4, 0, 1500, 0
570, -44000, 0, 15000, 8000, 0, 0, 1500, 0
571, -33000, 0, 4000, 8000, 4, 0, 1500, 0
572, -44000, 0, 15000, 8000, 0, 0, 1500, 0
573, -30000, 0, 4000, 8000, 4, 0, 1500, 0
574, -42000, 0, 15000, 8000, 0, 0, 1500, 0
575, -27000, 0, 4000, 8000, 4, 0, 1500, 0
576, -40000, 0, 15000, 8000, 0, 0, 1500, 0
577, -19000, 0, 4000, 8000, 4, 0, 1500, 0
578, 585000, 0, 15000, 8000, 0, 0, 1500, 0
579, 0, 12500, 8000, 8000, 0, 0, 1500, 0
580, -54000, 0, 4000, 8000, 4, 0, 1000, 0
581, -38000, 0, 15000, 8000, 0, 0, 1000, 0
582, -44000, 0, 4000, 8000, 4, 0, 1000, 0
583, -44000, 0, 15000, 8000, 0, 0, 1000, 0
584, -43000, 0, 4000, 8000, 4, 0, 1000, 0
585, -47000, 0, 15000, 8000, 0, 0, 1000, 0
586, -36000, 0, 4000, 8000, 4, 0, 1000, 0
587, -44000, 0, 15000, 8000, 0, 0, 1000, 0
588, -33000, 0, 4000, 8000, 4, 0, 1000, 0
589, -44000, 0, 15000, 8000, 0, 0, 1000, 0
590, -30000, 0, 4000, 8000, 4, 0, 1000, 0
591, -42000, 0, 15000, 8000, 0, 0, 1000, 0
592, -27000, 0, 4000, 8000, 4, 0, 1000, 0
593, -40000, 0, 15000, 8000, 0, 0, 1000, 0
594, -19000, 0, 4000, 8000, 4, 0, 1000, 0
595, 585000, 0, 15000, 8000, 0, 0, 1000, 0
596, 0, 12500, 8000, 8000, 0, 0, 1000, 0
597, -54000, 0, 4000, 8000, 4, 0, 1000, 0
598, -38000, 0, 15000, 8000, 0, 0, 1000, 0
599, -44000, 0, 4000, 8000, 4, 0, 1000, 0
600, -44000, 0, 15000, 8000, 0, 0, 1000, 0
601, -43000, 0, 4000, 8000, 4, 0, 1000, 0
602, -47000, 0, 15000, 8000, 0, 0, 1000, 0
603, -36000, 0, 4000, 8000, 4, 0, 1000, 0
604, -44000, 0, 15000, 8000, 0, 0, 1000, 0
605, -33000, 0, 4000, 8000, 4, 0, 1000, 0
606, -44000, 0, 15000, 8000, 0, 0, 1000, 0
607, -30000, 0, 4000, 8000, 4, 0, 1000, 0
608, -42000, 0, 15000, 8000, 0, 0, 1000, 0
609, -27000, 0, 4000, 8000, 4, 0, 1000, 0
610, -40000, 0, 15000, 8000, 0, 0, 1000, 0
611, -19000, 0, 4000, 8000, 4, 0, 1000, 0
612, 585000, 0, 15000, 8000, 0, 0, 1000, 0
613, 0, 12500, 8000, 8000, 0, 0, 1000, 0
614, -54000, 0, 4000, 8000, 4, 0, 1000, 0
615, -38000, 0, 15000, 8000, 0, 0, 1000, 0
616, -44000, 0, 4000, 8000, 4, 0, 1000, 0
617, -44000, 0, 15000, 8000, 0, 0, 1000, 0
618, -43000, 0, 4000, 8000, 4, 0, 1000, 0
619, -47000, 0, 15000, 8000, 0, 0, 1000, 0
620, -36000, 0, 4000, 8000, 4, 0, 1000, 0
621, -44000, 0, 15000, 8000, 0, 0, 1000, 0
622, -33000, 0, 4000, 8000, 4, 0, 1000, 0
623, -44000, 0, 15000, 8000, 0, 0, 1000, 0
624, -30000, 0, 4000, 8000, 4, 0, 1000, 0
625, -42000, 0, 15000, 8000, 0, 0, 1000, 0
626, -27000, 0, 4000, 8000, 4, 0, 1000, 0
627, -40000, 0, 15000, 8000, 0, 0, 1000, 0
628, -19000, 0, 4000, 8000, 4, 0, 1000, 0
629, 585000, 0, 15000, 8000, 0, 0, 1000, 0
630, 0, 12500, 8000, 8000, 0, 0, 1000, 0
631, -54000, 0, 4000, 8000, 4, 0, 1000, 0
632, -38000, 0, 15000, 8000, 0, 0, 1000, 0
633, -44000, 0, 4000, 8000, 4, 0, 1000, 0
634, -44000, 0, 15000, 8000, 0, 0, 1000, 0
635, -43000, 0, 4000, 8000, 4, 0, 1000, 0
636, -47000, 0, 15000, 8000, 0, 0, 1000, 0
637, -36000, 0, 4000, 8000, 4, 0, 1000, 0
638, -44000, 0, 15000, 8000, 0, 0, 1000, 0
639, -33000, 0, 4000, 8000, 4, 0, 1000, 0
640, -44000, 0, 15000, 8000, 0, 0, 1000, 0
641, -30000, 0, 4000, 8000, 4, 0, 1000, 0
642, -42000, 0, 15000, 8000, 0, 0, 1000, 0
643, -27000, 0, 4000, 8000, 4, 0, 1000, 0
644, -40000, 0, 15000, 8000, 0, 0, 1000, 0
645, -19000, 0, 4000, 8000, 4, 0, 1000, 0
646, 585000, 0, 15000, 8000, 0, 0, 1000, 0
647, 0, 12500, 8000, 8000, 0, 0, 1000, 0
648, -54000, 0, 4000, 8000, 4, 0, 1000, 0
649, -38000, 0, 15000, 8000, 0, 0, 1000, 0
650, -44000, 0, 4000, 8000, 4, 0, 1000, 0
651, -44000, 0, 15000, 8000, 0, 0, 1000, 0
652, -43000, 0, 4000, 8000, 4, 0, 1000, 0
653, -47000, 0, 15000, 8000, 0, 0, 1000, 0
654, -36000, 0, 4000, 8000, 4, 0, 1000, 0
655, -44000, 0, 15000, 8000, 0, 0, 1000, 0
656, -33000, 0, 4000, 8000, 4, 0, 1000, 0
657, -44000, 0, 15000, 8000, 0, 0, 1000, 0
658, -30000, 0, 4000, 8000, 4, 0, 1000, 0
659, -42000, 0, 15000, 8000, 0, 0, 1000, 0
660, -27000, 0, 4000, 8000, 4, 0, 1000, 0
661, -40000, 0, 15000, 8000, 0, 0, 1000, 0
662, -19000, 0, 4000, 8000, 4, 0, 1000, 0
663, 585000, 0, 15000, 8000, 0, 0, 1000, 0
664, 0, 12500, 8000, 8000, 0, 0, 1000, 0
665, -54000, 0, 4000, 8000, 4, 0, 1000, 0
666, -38000, 0, 15000, 8000, 0, 0, 1000, 0
667, -44000, 0, 4000, 8000, 4, 0, 1000, 0
668, -44000, 0, 15000, 8000, 0, 0, 1000, 0
669, -43000, 0, 4000, 8000, 4, 0, 1000, 0
670, -47000, 0, 15000, 8000, 0, 0, 1000, 0
671, -36000, 0, 4000, 8000, 4, 0, 1000, 0
672, -44000, 0, 15000, 8000, 0, 0, 1000, 0
673, -33000, 0, 4000, 8000, 4, 0, 1000, 0
674, -44000, 0, 15000, 8000, 0, 0, 1000, 0
675, -30000, 0, 4000, 8000, 4, 0, 1000, 0
676, -42000, 0, 15000, 8000, 0, 0, 1000, 0
677, -27000, 0, 4000, 8000, 4, 0, 1000, 0
678, -40000, 0, 15000, 8000, 0, 0, 1000, 0
679, -19000, 0, 4000, 8000, 4, 0, 1000, 0
680, 585000, 0, 15000, 8000, 0, 0, 1000, 0
681, 0, 12500, 8000, 8000, 0, 0, 1000, 0
682, -54000, 0, 4000, 8000, 4, 0, 1000, 0
683, -38000, 0, 15000, 8000, 0, 0, 1000, 0
684, -44000, 0, 4000, 8000, 4, 0, 1000, 0
685, -44000, 0, 15000, 8000, 0, 0, 1000, 0
686, -43000, 0, 4000, 8000, 4, 0, 1000, 0
687, -47000, 0, 15000, 8000, 0, 0, 1000, 0
688, -36000, 0, 4000, 8000, 4, 0, 1000, 0
689, -44000, 0, 15000, 8000, 0, 0, 1000, 0
690, -33000, 0, 4000, 8000, 4, 0, 1000, 0
691, -44000, 0, 15000, 8000, 0, 0, 1000, 0
692, -30000, 0, 4000, 8000, 4, 0, 1000, 0
693, -42000, 0, 15000, 8000, 0, 0, 1000, 0
694, -27000, 0, 4000, 8000, 4, 0, 1000, 0
695, -40000, 0, 15000, 8000, 0, 0, 1000, 0
696, -19000, 0, 4000, 8000, 4, 0, 1000, 0
697, 585000, 0, 15000, 8000, 0, 0, 1000, 0
698, 0, 12500, 8000, 8000, 0, 0, 1000, 0
699, -54000, 0, 4000, 8000, 4, 0, 1000, 0
700, -38000, 0, 15000, 8000, 0, 0, 1000, 0
701, -44000, 0, 4000, 8000, 4, 0, 1000, 0
702, -44000, 0, 15000, 8000, 0, 0, 1000, 0
703, -43000, 0, 4000, 8000, 4, 0, 1000, 0
704, -47000, 0, 15000, 8000, 0, 0, 1000, 0
705, -36000, 0, 4000, 8000, 4, 0, 1000, 0
706, -44000, 0, 15000, 8000, 0, 0, 1000, 0
707, -33000, 0, 4000, 8000, 4, 0, 1000, 0
708, -44000, 0, 15000, 8000, 0, 0, 1000, 0
709, -30000, 0, 4000, 8000, 4, 0, 1000, 0
710, -42000, 0, 15000, 8000, 0, 0, 1000, 0
711, -27000, 0, 4000, 8000, 4, 0, 1000, 0
712, -40000, 0, 15000, 8000, 0, 0, 1000, 0
713, -19000, 0, 4000, 8000, 4, 0, 1000, 0
714, 585000, 0, 15000, 8000, 0, 0, 1000, 0
715, 0, 12500, 8000, 8000, 0, 0, 1000, 0
716, -54000, 0, 4000, 8000, 4, 0, 1000, 0
717, -38000, 0, 15000, 8000, 0, 0, 1000, 0
718, -44000, 0, 4000, 8000, 4, 0, 1000, 0
719, -44000, 0, 15000, 8000, 0, 0, 1000, 0
720, -43000, 0, 4000, 8000, 4, 0, 1000, 0
721, -47000, 0, 15000, 8000, 0, 0, 1000, 0
722, -36000, 0, 4000, 8000, 4, 0, 1000, 0
723, -44000, 0, 15000, 8000, 0, 0, 1000, 0
724, -33000, 0, 4000, 8000, 4, 0, 1000, 0
725, -44000, 0, 15000, 8000, 0, 0, 1000, 0
726, -30000, 0, 4000, 8000, 4, 0, 1000, 0
727, -42000, 0, 15000, 8000, 0, 0, 1000, 0
728, -27000, 0, 4000, 8000, 4, 0, 1000, 0
729, -40000, 0, 15000, 8000, 0, 0, 1000, 0
730, -19000, 0, 4000, 8000, 4, 0, 1000, 0
731, 585000, 0, 15000, 8000, 0, 0, 1000, 0
732, 0, 12500, 8000, 8000, 0, 0, 1000, 0
733, -54000, 0, 4000, 8000, 4, 0, 1000, 0
734, -38000, 0, 15000, 8000, 0, 0, 1000, 0
735, -44000, 0, 4000, 8000, 4, 0, 1000, 0
736, -44000, 0, 15000, 8000, 0, 0, 1000, 0
737, -43000, 0, 4000, 8000, 4, 0, 1000, 0
738, -47000, 0, 15000, 8000, 0, 0, 1000, 0
739, -36000, 0, 4000, 8000, 4, 0, 1000, 0
740, -44000, 0, 15000, 8000, 0, 0, 1000, 0
741, -33000, 0, 4000, 8000, 4, 0, 1000, 0
742, -44000, 0, 15000, 8000, 0, 0, 1000, 0
743, -30000, 0, 4000, 8000, 4, 0, 1000, 0
744, -42000, 0, 15000, 8000, 0, 0, 1000, 0
745, -27000, 0, 4000, 8000, 4, 0, 1000, 0
746, -40000, 0, 15000, 8000, 0, 0, 1000, 0
747, -19000, 0, 4000, 8000, 4, 0, 1000, 0
748, 585000, 0, 15000, 8000, 0, 0, 1000, 0
749, 0, 12500, 8000, 8000, 0, 0, 1000, 0
750, -54000, 0, 4000, 8000, 4, 0, 1000, 0
751, -38000, 0, 15000, 8000, 0, 0, 1000, 0
752, -44000, 0, 4000, 8000, 4, 0, 1000, 0
753, -44000, 0, 15000, 8000, 0, 0, 1000, 0
754, -43000, 0, 4000, 8000, 4, 0, 1000, 0
755, -47000, 0, 15000, 8000, 0, 0, 1000, 0
756, -36000, 0, 4000, 8000, 4, 0, 1000, 0
757, -44000, 0, 15000, 8000, 0, 0, 1000, 0
758, -33000, 0, 4000, 8000, 4, 0, 1000, 0
759, -44000, 0, 15000, 8000, 0, 0, 1000, 0
760, -30000, 0, 4000, 8000, 4, 0, 1000, 0
761, -42000, 0, 15000, 8000, 0, 0, 1000, 0
762, -27000, 0, 4000, 8000, 4, 0, 1000, 0
763, -40000, 0, 15000, 8000, 0, 0, 1000, 0
764, -19000, 0, 4000, 8000, 4, 0, 1000, 0
765, 585000, 0, 15000, 8000, 0, 0, 1000, 0
766, 0, 12500, 8000, 8000, 0, 0, 1000, 0
767, -54000, 0, 4000, 8000, 4, 0, 1000, 0
768, -38000, 0, 15000, 8000, 0, 0, 1000, 0
769, -44000, 0, 4000, 8000, 4, 0, 1000, 0
770, -44000, 0, 15000, 8000, 0, 0, 1000, 0
771, -43000, 0, 4000, 8000, 4, 0, 1000, 0
772, -47000, 0, 15000, 8000, 0, 0, 1000, 0
773, -36000, 0, 4000, 8000, 4, 0, 1000, 0
774, -44000, 0, 15000, 8000, 0, 0, 1000, 0
775, -33000, 0, 4000, 8000, 4, 0, 1000, 0
776, -44000, 0, 15000, 8000, 0, 0, 1000, 0
777, -30000, 0, 4000, 8000, 4, 0, 1000, 0
778, -42000, 0, 15000, 8000, 0, 0, 1000, 0
779, -27000, 0, 4000, 8000, 4, 0, 1000, 0
780, -40000, 0, 15000, 8000, 0, 0, 1000, 0
781, -19000, 0, 4000, 8000, 4, 0, 1000, 0
782, 585000, 0, 15000, 8000, 0, 0, 1000, 0
783, 0, 12500, 8000, 8000, 0, 0, 1000, 0
784, -54000, 0, 4000, 8000, 4, 0, 1000, 0
785, -38000, 0, 15000, 8000, 0, 0, 1000, 0
786, -44000, 0, 4000, 8000, 4, 0, 1000, 0
787, -44000, 0, 15000, 8000, 0, 0, 1000, 0
788, -43000, 0, 4000, 8000, 4, 0, 1000, 0
789, -47000, 0, 15000, 8000, 0, 0, 1000, 0
790, -36000, 0, 4000, 8000, 4, 0, 1000, 0
791, -44000, 0, 15000, 8000, 0, 0, 1000, 0
792, -33000, 0, 4000, 8000, 4, 0, 1000, 0
793, -44000, 0, 15000, 8000, 0, 0, 1000, 0
794, -30000, 0, 4000, 8000, 4, 0, 1000, 0
795, -42000, 0, 15000, 8000, 0, 0, 1000, 0
796, -27000, 0, 4000, 8000, 4, 0, 1000, 0
797, -40000, 0, 15000, 8000, 0, 0, 1000, 0
798, -19000, 0, 4000, 8000, 4, 0, 1000, 0
799, 585000, 0, 15000, 8000, 0, 0, 1000, 0
800, 0, 12500, 8000, 8000, 0, 0, 1000, 0
801, -54000, 0, 4000, 8000, 4, 0, 1000, 0
802, -38000, 0, 15000, 8000, 0, 0, 1000, 0
803, -44000, 0, 4000, 8000, 4, 0, 1000, 0
804, -44000, 0, 15000, 8000, 0, 0, 1000, 0
805, -43000, 0, 4000, 8000, 4, 0, 1000, 0
806, -47000, 0, 15000, 8000, 0, 0, 1000, 0
807, -36000, 0, 4000, 8000, 4, 0, 1000, 0
808, -44000, 0, 15000, 8000, 0, 0, 1000, 0
809, -33000, 0, 4000, 8000, 4, 0, 1000, 0
810, -44000, 0, 15000, 8000, 0, 0, 1000, 0
811, -30000, 0, 4000, 8000, 4, 0, 1000, 0
812, -42000, 0, 15000, 8000, 0, 0, 1000, 0
813, -27000, 0, 4000, 8000, 4, 0, 1000, 0
814, -40000, 0, 15000, 8000, 0, 0, 1000, 0
815, -19000, 0, 4000, 8000, 4, 0, 1000, 0
816, 585000, 0, 15000, 8000, 0, 0, 1000, 0
817, 0, 12500, 8000, 8000, 0, 0, 1000, 0
818, -54000, 0, 4000, 8000, 4, 0, 1000, 0
819, -38000, 0, 15000, 8000, 0, 0, 1000, 0
820, -44000, 0, 4000, 8000, 4, 0, 1000, 0
821, -44000, 0, 15000, 8000, 0, 0, 1000, 0
822, -43000, 0, 4000, 8000, 4, 0, 1000, 0
823, -47000, 0, 15000, 8000, 0, 0, 1000, 0
824, -36000, 0, 4000, 8000, 4, 0, 1000, 0
825, -44000, 0, 15000, 8000, 0, 0, 1000, 0
826, -33000, 0, 4000, 8000, 4, 0, 1000, 0
827, -44000, 0, 15000, 8000, 0, 0, 1000, 0
828, -30000, 0, 4000, 8000, 4, 0, 1000, 0
829, -42000, 0, 15000, 8000, 0, 0, 1000, 0
830, -27000, 0, 4000, 8000, 4, 0, 1000, 0
831, -40000, 0, 15000, 8000, 0, 0, 1000, 0
832, -19000, 0, 4000, 8000, 4, 0, 1000, 0
833, 585000, 0, 15000, 8000, 0, 0, 1000, 0
834, 0, 12500, 8000, 8000, 0, 0, 1000, 0
835, -54000, 0, 4000, 8000, 4, 0, 1000, 0
836, -38000, 0, 15000, 8000, 0, 0, 1000, 0
837, -44000, 0, 4000, 8000, 4, 0, 1000, 0
838, -44000, 0, 15000, 8000, 0, 0, 1000, 0
839, -43000, 0, 4000, 8000, 4, 0, 1000, 0
840, -47000, 0, 15000, 8000, 0, 0, 1000, 0
841, -36000, 0, 4000, 8000, 4, 0, 1000, 0
842, -44000, 0, 15000, 8000, 0, 0, 1000, 0
843, -33000, 0, 4000, 8000, 4, 0, 1000, 0
844, -44000, 0, 15000, 8000, 0, 0, 1000, 0
845, -30000, 0, 4000, 8000, 4, 0, 1000, 0
846, -42000, 0, 15000, 8000, 0, 0, 1000, 0
847, -27000, 0, 4000, 8000, 4, 0, 1000, 0
848, -40000, 0, 15000, 8000, 0, 0, 1000, 0
849, -19000, 0, 4000, 8000, 4, 0, 1000, 0
850, 585000, 0, 15000, 8000, 0, 0, 1000, 0
851, 0, 12500, 8000, 8000, 0, 0, 1000, 0
852, -54000, 0, 4000, 8000, 4, 0, 1000, 0
853, -38000, 0, 15000, 8000, 0, 0, 1000, 0
854, -44000, 0, 4000, 8000, 4, 0, 1000, 0
855, -44000, 0, 15000, 8000, 0, 0, 1000, 0
856, -43000, 0, 4000, 8000, 4, 0, 1000, 0
857, -47000, 0, 15000, 8000, 0, 0, 1000, 0
858, -36000, 0, 4000, 8000, 4, 0, 1000, 0
859, -44000, 0, 15000, 8000, 0, 0, 1000, 0
860, -33000, 0, 4000, 8000, 4, 0, 1000, 0
861, -44000, 0, 15000, 8000, 0, 0, 1000, 0
862, -30000, 0, 4000, 8000, 4, 0, 1000, 0
863, -42000, 0, 15000, 8000, 0, 0, 1000, 0
864, -27000, 0, 4000, 8000, 4, 0, 1000, 0
865, -40000, 0, 15000, 8000, 0, 0, 1000, 0
866, -19000, 0, 4000, 8000, 4, 0, 1000, 0
867, 585000, 0, 15000, 8000, 0, 0, 1000, 0
868
