# generated for laser system 2
# Made by hand by Matthias
# N, HRM, VRM, HS, VS, S, SC, AT, AP
43, -44000, 0, 15000, 8000, 0, 0, 3600, 0
44, -33000, 0, 4000, 8000, 4, 0, 3600, 0
45, -44000, 0, 15000, 8000, 0, 0, 3600, 0
46, -30000, 0, 4000, 8000, 4, 0, 3600, 0
47, -42000, 0, 15000, 8000, 0, 0, 3600, 0
48, -27000, 0, 4000, 8000, 4, 0, 3600, 0
49, -40000, 0, 15000, 8000, 0, 0, 3600, 0
50, -19000, 0, 4000, 8000, 4, 0, 3600, 0
51, 585000, 0, 15000, 8000, 0, 0, 3600, 0
52, 0, 25000, 8000, 8000, 0, 0, 3600, 0
53, -54000, 0, 4000, 8000, 4, 0, 3600, 0
54, -38000, 0, 15000, 8000, 0, 0, 3600, 0
55, -44000, 0, 4000, 8000, 4, 0, 3600, 0
56, -44000, 0, 15000, 8000, 0, 0, 3600, 0
57, -43000, 0, 4000, 8000, 4, 0, 3600, 0
58, -47000, 0, 15000, 8000, 0, 0, 3600, 0
59, -36000, 0, 4000, 8000, 4, 0, 3600, 0
60, -44000, 0, 15000, 8000, 0, 0, 3600, 0
61, -33000, 0, 4000, 8000, 4, 0, 3600, 0
62, -44000, 0, 15000, 8000, 0, 0, 3600, 0
63, -30000, 0, 4000, 8000, 4, 0, 3600, 0
64, -42000, 0, 15000, 8000, 0, 0, 3600, 0
65, -27000, 0, 4000, 8000, 4, 0, 3600, 0
66, -40000, 0, 15000, 8000, 0, 0, 3600, 0
67, -19000, 0, 4000, 8000, 4, 0, 3600, 0
68, 585000, 0, 15000, 8000, 0, 0, 3600, 0
69, 0, 25000, 8000, 8000, 0, 0, 3600, 0
70, -54000, 0, 4000, 8000, 4, 0, 3600, 0
71, -38000, 0, 15000, 8000, 0, 0, 3600, 0
72, -44000, 0, 4000, 8000, 4, 0, 3600, 0
73, -44000, 0, 15000, 8000, 0, 0, 3600, 0
74, -43000, 0, 4000, 8000, 4, 0, 3600, 0
75, -47000, 0, 15000, 8000, 0, 0, 3600, 0
76, -36000, 0, 4000, 8000, 4, 0, 3600, 0
77, -44000, 0, 15000, 8000, 0, 0, 3600, 0
78, -33000, 0, 4000, 8000, 4, 0, 3600, 0
79, -44000, 0, 15000, 8000, 0, 0, 3600, 0
80, -30000, 0, 4000, 8000, 4, 0, 3600, 0
81, -42000, 0, 15000, 8000, 0, 0, 3600, 0
82, -27000, 0, 4000, 8000, 4, 0, 3600, 0
83, -40000, 0, 15000, 8000, 0, 0, 3600, 0
84, -19000, 0, 4000, 8000, 4, 0, 3600, 0
85, 585000, 0, 15000, 8000, 0, 0, 3600, 0
86, 0, 25000, 8000, 8000, 0, 0, 3600, 0
87, -54000, 0, 4000, 8000, 4, 0, 3600, 0
88, -38000, 0, 15000, 8000, 0, 0, 3600, 0
89, -44000, 0, 4000, 8000, 4, 0, 3600, 0
90, -44000, 0, 15000, 8000, 0, 0, 3600, 0
91, -43000, 0, 4000, 8000, 4, 0, 3600, 0
92, -47000, 0, 15000, 8000, 0, 0, 3600, 0
93, -36000, 0, 4000, 8000, 4, 0, 3600, 0
94, -44000, 0, 15000, 8000, 0, 0, 3600, 0
95, -33000, 0, 4000, 8000, 4, 0, 3600, 0
96, -44000, 0, 15000, 8000, 0, 0, 3600, 0
97, -30000, 0, 4000, 8000, 4, 0, 3600, 0
98, -42000, 0, 15000, 8000, 0, 0, 3600, 0
99, -27000, 0, 4000, 8000, 4, 0, 3600, 0
100, -40000, 0, 15000, 8000, 0, 0, 3600, 0
101, -19000, 0, 4000, 8000, 4, 0, 3600, 0
102, 585000, 0, 15000, 8000, 0, 0, 3600, 0
103, 0, 25000, 8000, 8000, 0, 0, 3600, 0
104, -54000, 0, 4000, 8000, 4, 0, 3600, 0
105, -38000, 0, 15000, 8000, 0, 0, 3600, 0
106, -44000, 0, 4000, 8000, 4, 0, 3600, 0
107, -44000, 0, 15000, 8000, 0, 0, 3600, 0
108, -43000, 0, 4000, 8000, 4, 0, 3600, 0
109, -47000, 0, 15000, 8000, 0, 0, 3600, 0
110, -36000, 0, 4000, 8000, 4, 0, 3600, 0
111, -44000, 0, 15000, 8000, 0, 0, 3600, 0
112, -33000, 0, 4000, 8000, 4, 0, 3600, 0
113, -44000, 0, 15000, 8000, 0, 0, 3600, 0
114, -30000, 0, 4000, 8000, 4, 0, 3600, 0
115, -42000, 0, 15000, 8000, 0, 0, 3600, 0
116, -27000, 0, 4000, 8000, 4, 0, 3600, 0
117, -40000, 0, 15000, 8000, 0, 0, 3600, 0
118, -19000, 0, 4000, 8000, 4, 0, 3600, 0
119, 585000, 0, 15000, 8000, 0, 0, 3600, 0
120, 0, 12500, 8000, 8000, 0, 0, 3600, 0
121, -54000, 0, 4000, 8000, 4, 0, 3600, 0
122, -38000, 0, 15000, 8000, 0, 0, 3600, 0
123, -44000, 0, 4000, 8000, 4, 0, 3600, 0
124, -44000, 0, 15000, 8000, 0, 0, 3600, 0
125, -43000, 0, 4000, 8000, 4, 0, 3600, 0
126, -47000, 0, 15000, 8000, 0, 0, 3600, 0
127, -36000, 0, 4000, 8000, 4, 0, 3600, 0
128, -44000, 0, 15000, 8000, 0, 0, 3600, 0
129, -33000, 0, 4000, 8000, 4, 0, 3600, 0
130, -44000, 0, 15000, 8000, 0, 0, 3600, 0
131, -30000, 0, 4000, 8000, 4, 0, 3600, 0
132, -42000, 0, 15000, 8000, 0, 0, 3600, 0
133, -27000, 0, 4000, 8000, 4, 0, 3600, 0
134, -40000, 0, 15000, 8000, 0, 0, 3600, 0
135, -19000, 0, 4000, 8000, 4, 0, 3600, 0
136, 585000, 0, 15000, 8000, 0, 0, 3600, 0
137, 0, 12500, 8000, 8000, 0, 0, 3600, 0
138, -54000, 0, 4000, 8000, 4, 0, 3600, 0
139, -38000, 0, 15000, 8000, 0, 0, 3600, 0
140, -44000, 0, 4000, 8000, 4, 0, 3600, 0
141, -44000, 0, 15000, 8000, 0, 0, 3600, 0
142, -43000, 0, 4000, 8000, 4, 0, 3600, 0
143, -47000, 0, 15000, 8000, 0, 0, 3600, 0
144, -36000, 0, 4000, 8000, 4, 0, 3600, 0
145, -44000, 0, 15000, 8000, 0, 0, 3600, 0
146, -33000, 0, 4000, 8000, 4, 0, 3600, 0
147, -44000, 0, 15000, 8000, 0, 0, 3600, 0
148, -30000, 0, 4000, 8000, 4, 0, 3600, 0
149, -42000, 0, 15000, 8000, 0, 0, 3600, 0
150, -27000, 0, 4000, 8000, 4, 0, 3600, 0
151, -40000, 0, 15000, 8000, 0, 0, 3600, 0
152, -19000, 0, 4000, 8000, 4, 0, 3600, 0
153, 585000, 0, 15000, 8000, 0, 0, 3600, 0
154, 0, 12500, 8000, 8000, 0, 0, 3600, 0
155, -54000, 0, 4000, 8000, 4, 0, 3600, 0
156, -38000, 0, 15000, 8000, 0, 0, 3600, 0
157, -44000, 0, 4000, 8000, 4, 0, 3600, 0
158, -44000, 0, 15000, 8000, 0, 0, 3600, 0
159, -43000, 0, 4000, 8000, 4, 0, 3600, 0
160, -47000, 0, 15000, 8000, 0, 0, 3600, 0
161, -36000, 0, 4000, 8000, 4, 0, 3600, 0
162, -44000, 0, 15000, 8000, 0, 0, 3600, 0
163, -33000, 0, 4000, 8000, 4, 0, 3600, 0
164, -44000, 0, 15000, 8000, 0, 0, 3600, 0
165, -30000, 0, 4000, 8000, 4, 0, 3600, 0
166, -42000, 0, 15000, 8000, 0, 0, 3600, 0
167, -27000, 0, 4000, 8000, 4, 0, 3600, 0
168, -40000, 0, 15000, 8000, 0, 0, 3600, 0
169, -19000, 0, 4000, 8000, 4, 0, 3600, 0
170, 585000, 0, 15000, 8000, 0, 0, 3600, 0
171, 0, 12500, 8000, 8000, 0, 0, 3600, 0
172, -54000, 0, 4000, 8000, 4, 0, 3600, 0
173, -38000, 0, 15000, 8000, 0, 0, 3600, 0
174, -44000, 0, 4000, 8000, 4, 0, 3600, 0
175, -44000, 0, 15000, 8000, 0, 0, 3600, 0
176, -43000, 0, 4000, 8000, 4, 0, 3600, 0
177, -47000, 0, 15000, 8000, 0, 0, 3600, 0
178, -36000, 0, 4000, 8000, 4, 0, 3600, 0
179, -44000, 0, 15000, 8000, 0, 0, 3600, 0
180, -33000, 0, 4000, 8000, 4, 0, 3600, 0
181, -44000, 0, 15000, 8000, 0, 0, 3600, 0
182, -30000, 0, 4000, 8000, 4, 0, 3600, 0
183, -42000, 0, 15000, 8000, 0, 0, 3600, 0
184, -27000, 0, 4000, 8000, 4, 0, 3600, 0
185, -40000, 0, 15000, 8000, 0, 0, 3600, 0
186, -19000, 0, 4000, 8000, 4, 0, 3600, 0
187, 585000, 0, 15000, 8000, 0, 0, 3600, 0
188, 0, 12500, 8000, 8000, 0, 0, 3600, 0
189, -54000, 0, 4000, 8000, 4, 0, 3600, 0
190, -38000, 0, 15000, 8000, 0, 0, 3600, 0
191, -44000, 0, 4000, 8000, 4, 0, 3600, 0
192, -44000, 0, 15000, 8000, 0, 0, 3600, 0
193, -43000, 0, 4000, 8000, 4, 0, 3600, 0
194, -47000, 0, 15000, 8000, 0, 0, 3600, 0
195, -36000, 0, 4000, 8000, 4, 0, 3600, 0
196, -44000, 0, 15000, 8000, 0, 0, 3600, 0
197, -33000, 0, 4000, 8000, 4, 0, 3600, 0
198, -44000, 0, 15000, 8000, 0, 0, 3600, 0
199, -30000, 0, 4000, 8000, 4, 0, 3600, 0
200, -42000, 0, 15000, 8000, 0, 0, 3600, 0
201, -27000, 0, 4000, 8000, 4, 0, 3600, 0
202, -40000, 0, 15000, 8000, 0, 0, 3600, 0
203, -19000, 0, 4000, 8000, 4, 0, 3600, 0
204, 585000, 0, 15000, 8000, 0, 0, 3600, 0
205, 0, 12500, 8000, 8000, 0, 0, 3600, 0
206, -54000, 0, 4000, 8000, 4, 0, 3600, 0
207, -38000, 0, 15000, 8000, 0, 0, 3600, 0
208, -44000, 0, 4000, 8000, 4, 0, 3600, 0
209, -44000, 0, 15000, 8000, 0, 0, 3600, 0
210, -43000, 0, 4000, 8000, 4, 0, 3600, 0
211, -47000, 0, 15000, 8000, 0, 0, 3600, 0
212, -36000, 0, 4000, 8000, 4, 0, 3600, 0
213, -44000, 0, 15000, 8000, 0, 0, 3600, 0
214, -33000, 0, 4000, 8000, 4, 0, 3600, 0
215, -44000, 0, 15000, 8000, 0, 0, 3600, 0
216, -30000, 0, 4000, 8000, 4, 0, 3600, 0
217, -42000, 0, 15000, 8000, 0, 0, 3600, 0
218, -27000, 0, 4000, 8000, 4, 0, 3600, 0
219, -40000, 0, 15000, 8000, 0, 0, 3600, 0
220, -19000, 0, 4000, 8000, 4, 0, 3600, 0
221, 585000, 0, 15000, 8000, 0, 0, 3600, 0
222, 0, 12500, 8000, 8000, 0, 0, 3600, 0
223, -54000, 0, 4000, 8000, 4, 0, 3600, 0
224, -38000, 0, 15000, 8000, 0, 0, 3600, 0
225, -44000, 0, 4000, 8000, 4, 0, 3600, 0
226, -44000, 0, 15000, 8000, 0, 0, 3600, 0
227, -43000, 0, 4000, 8000, 4, 0, 3600, 0
228, -47000, 0, 15000, 8000, 0, 0, 3600, 0
229, -36000, 0, 4000, 8000, 4, 0, 3600, 0
230, -44000, 0, 15000, 8000, 0, 0, 3600, 0
231, -33000, 0, 4000, 8000, 4, 0, 3600, 0
232, -44000, 0, 15000, 8000, 0, 0, 3600, 0
233, -30000, 0, 4000, 8000, 4, 0, 3600, 0
234, -42000, 0, 15000, 8000, 0, 0, 3600, 0
235, -27000, 0, 4000, 8000, 4, 0, 3600, 0
236, -40000, 0, 15000, 8000, 0, 0, 3600, 0
237, -19000, 0, 4000, 8000, 4, 0, 3600, 0
238, 585000, 0, 15000, 8000, 0, 0, 3600, 0
239, 0, 12500, 8000, 8000, 0, 0, 3600, 0
240, -54000, 0, 4000, 8000, 4, 0, 3500, 0
241, -38000, 0, 15000, 8000, 0, 0, 3500, 0
242, -44000, 0, 4000, 8000, 4, 0, 3500, 0
243, -44000, 0, 15000, 8000, 0, 0, 3500, 0
244, -43000, 0, 4000, 8000, 4, 0, 3500, 0
245, -47000, 0, 15000, 8000, 0, 0, 3500, 0
246, -36000, 0, 4000, 8000, 4, 0, 3500, 0
247, -44000, 0, 15000, 8000, 0, 0, 3500, 0
248, -33000, 0, 4000, 8000, 4, 0, 3500, 0
249, -44000, 0, 15000, 8000, 0, 0, 3500, 0
250, -30000, 0, 4000, 8000, 4, 0, 3500, 0
251, -42000, 0, 15000, 8000, 0, 0, 3500, 0
252, -27000, 0, 4000, 8000, 4, 0, 3500, 0
253, -40000, 0, 15000, 8000, 0, 0, 3500, 0
254, -19000, 0, 4000, 8000, 4, 0, 3500, 0
255, 585000, 0, 15000, 8000, 0, 0, 3500, 0
256, 0, 12500, 8000, 8000, 0, 0, 3500, 0
257, -54000, 0, 4000, 8000, 4, 0, 3500, 0
258, -38000, 0, 15000, 8000, 0, 0, 3500, 0
259, -44000, 0, 4000, 8000, 4, 0, 3500, 0
260, -44000, 0, 15000, 8000, 0, 0, 3500, 0
261, -43000, 0, 4000, 8000, 4, 0, 3500, 0
262, -47000, 0, 15000, 8000, 0, 0, 3500, 0
263, -36000, 0, 4000, 8000, 4, 0, 3500, 0
264, -44000, 0, 15000, 8000, 0, 0, 3500, 0
265, -33000, 0, 4000, 8000, 4, 0, 3500, 0
266, -44000, 0, 15000, 8000, 0, 0, 3500, 0
267, -30000, 0, 4000, 8000, 4, 0, 3500, 0
268, -42000, 0, 15000, 8000, 0, 0, 3500, 0
269, -27000, 0, 4000, 8000, 4, 0, 3500, 0
270, -40000, 0, 15000, 8000, 0, 0, 3500, 0
271, -19000, 0, 4000, 8000, 4, 0, 3500, 0
272, 585000, 0, 15000, 8000, 0, 0, 3500, 0
273, 0, 12500, 8000, 8000, 0, 0, 3500, 0
274, -54000, 0, 4000, 8000, 4, 0, 3500, 0
275, -38000, 0, 15000, 8000, 0, 0, 3500, 0
276, -44000, 0, 4000, 8000, 4, 0, 3500, 0
277, -44000, 0, 15000, 8000, 0, 0, 3500, 0
278, -43000, 0, 4000, 8000, 4, 0, 3500, 0
279, -47000, 0, 15000, 8000, 0, 0, 3500, 0
280, -36000, 0, 4000, 8000, 4, 0, 3500, 0
281, -44000, 0, 15000, 8000, 0, 0, 3500, 0
282, -33000, 0, 4000, 8000, 4, 0, 3500, 0
283, -44000, 0, 15000, 8000, 0, 0, 3500, 0
284, -30000, 0, 4000, 8000, 4, 0, 3500, 0
285, -42000, 0, 15000, 8000, 0, 0, 3500, 0
286, -27000, 0, 4000, 8000, 4, 0, 3500, 0
287, -40000, 0, 15000, 8000, 0, 0, 3500, 0
288, -19000, 0, 4000, 8000, 4, 0, 3500, 0
289, 585000, 0, 15000, 8000, 0, 0, 3500, 0
290, 0, 12500, 8000, 8000, 0, 0, 3500, 0
291, -54000, 0, 4000, 8000, 4, 0, 3500, 0
292, -38000, 0, 15000, 8000, 0, 0, 3500, 0
293, -44000, 0, 4000, 8000, 4, 0, 3500, 0
294, -44000, 0, 15000, 8000, 0, 0, 3500, 0
295, -43000, 0, 4000, 8000, 4, 0, 3500, 0
296, -47000, 0, 15000, 8000, 0, 0, 3500, 0
297, -36000, 0, 4000, 8000, 4, 0, 3500, 0
298, -44000, 0, 15000, 8000, 0, 0, 3500, 0
299, -33000, 0, 4000, 8000, 4, 0, 3500, 0
300, -44000, 0, 15000, 8000, 0, 0, 3500, 0
301, -30000, 0, 4000, 8000, 4, 0, 3500, 0
302, -42000, 0, 15000, 8000, 0, 0, 3500, 0
303, -27000, 0, 4000, 8000, 4, 0, 3500, 0
304, -40000, 0, 15000, 8000, 0, 0, 3500, 0
305, -19000, 0, 4000, 8000, 4, 0, 3500, 0
306, 585000, 0, 15000, 8000, 0, 0, 3500, 0
307, 0, 12500, 8000, 8000, 0, 0, 3500, 0
308, -54000, 0, 4000, 8000, 4, 0, 3500, 0
309, -38000, 0, 15000, 8000, 0, 0, 3500, 0
310, -44000, 0, 4000, 8000, 4, 0, 3500, 0
311, -44000, 0, 15000, 8000, 0, 0, 3500, 0
312, -43000, 0, 4000, 8000, 4, 0, 3500, 0
313, -47000, 0, 15000, 8000, 0, 0, 3500, 0
314, -36000, 0, 4000, 8000, 4, 0, 3500, 0
315, -44000, 0, 15000, 8000, 0, 0, 3500, 0
316, -33000, 0, 4000, 8000, 4, 0, 3500, 0
317, -44000, 0, 15000, 8000, 0, 0, 3500, 0
318, -30000, 0, 4000, 8000, 4, 0, 3500, 0
319, -42000, 0, 15000, 8000, 0, 0, 3500, 0
320, -27000, 0, 4000, 8000, 4, 0, 3500, 0
321, -40000, 0, 15000, 8000, 0, 0, 3500, 0
322, -19000, 0, 4000, 8000, 4, 0, 3500, 0
323, 585000, 0, 15000, 8000, 0, 0, 3500, 0
324, 0, 12500, 8000, 8000, 0, 0, 3500, 0
325, -54000, 0, 4000, 8000, 4, 0, 3500, 0
326, -38000, 0, 15000, 8000, 0, 0, 3500, 0
327, -44000, 0, 4000, 8000, 4, 0, 3500, 0
328, -44000, 0, 15000, 8000, 0, 0, 3500, 0
329, -43000, 0, 4000, 8000, 4, 0, 3500, 0
330, -47000, 0, 15000, 8000, 0, 0, 3500, 0
331, -36000, 0, 4000, 8000, 4, 0, 3500, 0
332, -44000, 0, 15000, 8000, 0, 0, 3500, 0
333, -33000, 0, 4000, 8000, 4, 0, 3500, 0
334, -44000, 0, 15000, 8000, 0, 0, 3500, 0
335, -30000, 0, 4000, 8000, 4, 0, 3500, 0
336, -42000, 0, 15000, 8000, 0, 0, 3500, 0
337, -27000, 0, 4000, 8000, 4, 0, 3500, 0
338, -40000, 0, 15000, 8000, 0, 0, 3500, 0
339, -19000, 0, 4000, 8000, 4, 0, 3500, 0
340, 585000, 0, 15000, 8000, 0, 0, 3500, 0
341, 0, 12500, 8000, 8000, 0, 0, 3500, 0
342, -54000, 0, 4000, 8000, 4, 0, 3500, 0
343, -38000, 0, 15000, 8000, 0, 0, 3500, 0
344, -44000, 0, 4000, 8000, 4, 0, 3500, 0
345, -44000, 0, 15000, 8000, 0, 0, 3500, 0
346, -43000, 0, 4000, 8000, 4, 0, 3500, 0
347, -47000, 0, 15000, 8000, 0, 0, 3500, 0
348, -36000, 0, 4000, 8000, 4, 0, 3500, 0
349, -44000, 0, 15000, 8000, 0, 0, 3500, 0
350, -33000, 0, 4000, 8000, 4, 0, 3500, 0
351, -44000, 0, 15000, 8000, 0, 0, 3500, 0
352, -30000, 0, 4000, 8000, 4, 0, 3500, 0
353, -42000, 0, 15000, 8000, 0, 0, 3500, 0
354, -27000, 0, 4000, 8000, 4, 0, 3500, 0
355, -40000, 0, 15000, 8000, 0, 0, 3500, 0
356, -19000, 0, 4000, 8000, 4, 0, 3500, 0
357, 585000, 0, 15000, 8000, 0, 0, 3500, 0
358, 0, 12500, 8000, 8000, 0, 0, 3500, 0
359, -54000, 0, 4000, 8000, 4, 0, 3500, 0
360, -38000, 0, 15000, 8000, 0, 0, 3500, 0
361, -44000, 0, 4000, 8000, 4, 0, 3500, 0
362, -44000, 0, 15000, 8000, 0, 0, 3500, 0
363, -43000, 0, 4000, 8000, 4, 0, 3500, 0
364, -47000, 0, 15000, 8000, 0, 0, 3500, 0
365, -36000, 0, 4000, 8000, 4, 0, 3500, 0
366, -44000, 0, 15000, 8000, 0, 0, 3500, 0
367, -33000, 0, 4000, 8000, 4, 0, 3500, 0
368, -44000, 0, 15000, 8000, 0, 0, 3500, 0
369, -30000, 0, 4000, 8000, 4, 0, 3500, 0
370, -42000, 0, 15000, 8000, 0, 0, 3500, 0
371, -27000, 0, 4000, 8000, 4, 0, 3500, 0
372, -40000, 0, 15000, 8000, 0, 0, 3500, 0
373, -19000, 0, 4000, 8000, 4, 0, 3500, 0
374, 585000, 0, 15000, 8000, 0, 0, 3500, 0
375, 0, 12500, 8000, 8000, 0, 0, 3500, 0
376, -54000, 0, 4000, 8000, 4, 0, 3400, 0
377, -38000, 0, 15000, 8000, 0, 0, 3400, 0
378, -44000, 0, 4000, 8000, 4, 0, 3400, 0
379, -44000, 0, 15000, 8000, 0, 0, 3400, 0
380, -43000, 0, 4000, 8000, 4, 0, 3400, 0
381, -47000, 0, 15000, 8000, 0, 0, 3400, 0
382, -36000, 0, 4000, 8000, 4, 0, 3400, 0
383, -44000, 0, 15000, 8000, 0, 0, 3400, 0
384, -33000, 0, 4000, 8000, 4, 0, 3400, 0
385, -44000, 0, 15000, 8000, 0, 0, 3400, 0
386, -30000, 0, 4000, 8000, 4, 0, 3400, 0
387, -42000, 0, 15000, 8000, 0, 0, 3400, 0
388, -27000, 0, 4000, 8000, 4, 0, 3400, 0
389, -40000, 0, 15000, 8000, 0, 0, 3400, 0
390, -19000, 0, 4000, 8000, 4, 0, 3400, 0
391, 585000, 0, 15000, 8000, 0, 0, 3400, 0
392, 0, 12500, 8000, 8000, 0, 0, 3400, 0
393, -54000, 0, 4000, 8000, 4, 0, 3400, 0
394, -38000, 0, 15000, 8000, 0, 0, 3400, 0
395, -44000, 0, 4000, 8000, 4, 0, 3400, 0
396, -44000, 0, 15000, 8000, 0, 0, 3400, 0
397, -43000, 0, 4000, 8000, 4, 0, 3400, 0
398, -47000, 0, 15000, 8000, 0, 0, 3400, 0
399, -36000, 0, 4000, 8000, 4, 0, 3400, 0
400, -44000, 0, 15000, 8000, 0, 0, 3400, 0
401, -33000, 0, 4000, 8000, 4, 0, 3400, 0
402, -44000, 0, 15000, 8000, 0, 0, 3400, 0
403, -30000, 0, 4000, 8000, 4, 0, 3400, 0
404, -42000, 0, 15000, 8000, 0, 0, 3400, 0
405, -27000, 0, 4000, 8000, 4, 0, 3400, 0
406, -40000, 0, 15000, 8000, 0, 0, 3400, 0
407, -19000, 0, 4000, 8000, 4, 0, 3400, 0
408, 585000, 0, 15000, 8000, 0, 0, 3400, 0
409, 0, 12500, 8000, 8000, 0, 0, 3400, 0
410, -54000, 0, 4000, 8000, 4, 0, 3400, 0
411, -38000, 0, 15000, 8000, 0, 0, 3400, 0
412, -44000, 0, 4000, 8000, 4, 0, 3400, 0
413, -44000, 0, 15000, 8000, 0, 0, 3400, 0
414, -43000, 0, 4000, 8000, 4, 0, 3400, 0
415, -47000, 0, 15000, 8000, 0, 0, 3400, 0
416, -36000, 0, 4000, 8000, 4, 0, 3400, 0
417, -44000, 0, 15000, 8000, 0, 0, 3400, 0
418, -33000, 0, 4000, 8000, 4, 0, 3400, 0
419, -44000, 0, 15000, 8000, 0, 0, 3400, 0
420, -30000, 0, 4000, 8000, 4, 0, 3400, 0
421, -42000, 0, 15000, 8000, 0, 0, 3400, 0
422, -27000, 0, 4000, 8000, 4, 0, 3400, 0
423, -40000, 0, 15000, 8000, 0, 0, 3400, 0
424, -19000, 0, 4000, 8000, 4, 0, 3400, 0
425, 585000, 0, 15000, 8000, 0, 0, 3400, 0
426, 0, 12500, 8000, 8000, 0, 0, 3400, 0
427, -54000, 0, 4000, 8000, 4, 0, 3400, 0
428, -38000, 0, 15000, 8000, 0, 0, 3400, 0
429, -44000, 0, 4000, 8000, 4, 0, 3400, 0
430, -44000, 0, 15000, 8000, 0, 0, 3400, 0
431, -43000, 0, 4000, 8000, 4, 0, 3400, 0
432, -47000, 0, 15000, 8000, 0, 0, 3400, 0
433, -36000, 0, 4000, 8000, 4, 0, 3400, 0
434, -44000, 0, 15000, 8000, 0, 0, 3400, 0
435, -33000, 0, 4000, 8000, 4, 0, 3400, 0
436, -44000, 0, 15000, 8000, 0, 0, 3400, 0
437, -30000, 0, 4000, 8000, 4, 0, 3400, 0
438, -42000, 0, 15000, 8000, 0, 0, 3400, 0
439, -27000, 0, 4000, 8000, 4, 0, 3400, 0
440, -40000, 0, 15000, 8000, 0, 0, 3400, 0
441, -19000, 0, 4000, 8000, 4, 0, 3400, 0
442, 585000, 0, 15000, 8000, 0, 0, 3400, 0
443, 0, 12500, 8000, 8000, 0, 0, 3400, 0
444, -54000, 0, 4000, 8000, 4, 0, 3300, 0
445, -38000, 0, 15000, 8000, 0, 0, 3300, 0
446, -44000, 0, 4000, 8000, 4, 0, 3300, 0
447, -44000, 0, 15000, 8000, 0, 0, 3300, 0
448, -43000, 0, 4000, 8000, 4, 0, 3300, 0
449, -47000, 0, 15000, 8000, 0, 0, 3300, 0
450, -36000, 0, 4000, 8000, 4, 0, 3300, 0
451, -44000, 0, 15000, 8000, 0, 0, 3300, 0
452, -33000, 0, 4000, 8000, 4, 0, 3300, 0
453, -44000, 0, 15000, 8000, 0, 0, 3300, 0
454, -30000, 0, 4000, 8000, 4, 0, 3300, 0
455, -42000, 0, 15000, 8000, 0, 0, 3300, 0
456, -27000, 0, 4000, 8000, 4, 0, 3300, 0
457, -40000, 0, 15000, 8000, 0, 0, 3300, 0
458, -19000, 0, 4000, 8000, 4, 0, 3300, 0
459, 585000, 0, 15000, 8000, 0, 0, 3300, 0
460, 0, 12500, 8000, 8000, 0, 0, 3300, 0
461, -54000, 0, 4000, 8000, 4, 0, 3300, 0
462, -38000, 0, 15000, 8000, 0, 0, 3300, 0
463, -44000, 0, 4000, 8000, 4, 0, 3300, 0
